Area,Date,Category,mean sec,pct_90th_percentile,type,utcdate,time,utctimestamp,mean ms,period
TH,2019-06-01,1,00:06:15,00:10:47,Tower Hamlets,2019-06-01,T00:00:00.000Z,2019-06-01T00:00:00.000Z,375000,Before
TH,2019-07-01,1,00:06:23,00:09:56,Tower Hamlets,2019-07-01,T00:00:00.000Z,2019-07-01T00:00:00.000Z,383000,Before
TH,2019-08-01,1,00:05:54,00:09:49,Tower Hamlets,2019-08-01,T00:00:00.000Z,2019-08-01T00:00:00.000Z,354000,Before
TH,2019-09-01,1,00:06:04,00:10:01,Tower Hamlets,2019-09-01,T00:00:00.000Z,2019-09-01T00:00:00.000Z,364000,Before
TH,2019-10-01,1,00:06:42,00:11:05,Tower Hamlets,2019-10-01,T00:00:00.000Z,2019-10-01T00:00:00.000Z,402000,Before
TH,2019-11-01,1,00:06:48,00:11:05,Tower Hamlets,2019-11-01,T00:00:00.000Z,2019-11-01T00:00:00.000Z,408000,Before
TH,2019-12-01,1,00:06:35,00:10:46,Tower Hamlets,2019-12-01,T00:00:00.000Z,2019-12-01T00:00:00.000Z,395000,Before-6-month
TH,2020-01-01,1,00:06:27,00:11:07,Tower Hamlets,2020-01-01,T00:00:00.000Z,2020-01-01T00:00:00.000Z,387000,Before-6-month
TH,2020-02-01,1,00:06:40,00:10:26,Tower Hamlets,2020-02-01,T00:00:00.000Z,2020-02-01T00:00:00.000Z,400000,Before-6-month
TH,2020-03-01,1,00:09:30,00:17:31,Tower Hamlets,2020-03-01,T00:00:00.000Z,2020-03-01T00:00:00.000Z,570000,Before-6-month
TH,2020-04-01,1,00:06:42,00:12:25,Tower Hamlets,2020-04-01,T00:00:00.000Z,2020-04-01T00:00:00.000Z,402000,Before-6-month
TH,2020-05-01,1,00:05:28,00:09:42,Tower Hamlets,2020-05-01,T00:00:00.000Z,2020-05-01T00:00:00.000Z,328000,Before-6-month
TH,2020-06-01,1,00:05:16,00:08:25,Tower Hamlets,2020-06-01,T00:00:00.000Z,2020-06-01T00:00:00.000Z,316000,Before
TH,2020-07-01,1,00:05:46,00:09:43,Tower Hamlets,2020-07-01,T00:00:00.000Z,2020-07-01T00:00:00.000Z,346000,After
TH,2020-08-01,1,00:05:36,00:09:46,Tower Hamlets,2020-08-01,T00:00:00.000Z,2020-08-01T00:00:00.000Z,336000,After
TH,2020-09-01,1,00:05:14,00:08:59,Tower Hamlets,2020-09-01,T00:00:00.000Z,2020-09-01T00:00:00.000Z,314000,After
TH,2020-10-01,1,00:04:50,00:08:24,Tower Hamlets,2020-10-01,T00:00:00.000Z,2020-10-01T00:00:00.000Z,290000,After
TH,2020-11-01,1,00:05:03,00:08:41,Tower Hamlets,2020-11-01,T00:00:00.000Z,2020-11-01T00:00:00.000Z,303000,After
TH,2020-12-01,1,00:06:33,00:11:05,Tower Hamlets,2020-12-01,T00:00:00.000Z,2020-12-01T00:00:00.000Z,393000,After
TH,2021-01-01,1,00:05:55,00:09:18,Tower Hamlets,2021-01-01,T00:00:00.000Z,2021-01-01T00:00:00.000Z,355000,After
TH,2021-02-01,1,00:05:00,00:08:48,Tower Hamlets,2021-02-01,T00:00:00.000Z,2021-02-01T00:00:00.000Z,300000,After
TH,2021-03-01,1,00:05:22,00:08:45,Tower Hamlets,2021-03-01,T00:00:00.000Z,2021-03-01T00:00:00.000Z,322000,After
TH,2021-04-01,1,00:05:37,00:09:20,Tower Hamlets,2021-04-01,T00:00:00.000Z,2021-04-01T00:00:00.000Z,337000,After
TH,2021-05-01,1,00:05:46,00:10:11,Tower Hamlets,2021-05-01,T00:00:00.000Z,2021-05-01T00:00:00.000Z,346000,After
TH,2021-06-01,1,00:05:34,00:10:11,Tower Hamlets,2021-06-01,T00:00:00.000Z,2021-06-01T00:00:00.000Z,334000,After
TH,2021-07-01,1,00:06:33,00:11:22,Tower Hamlets,2021-07-01,T00:00:00.000Z,2021-07-01T00:00:00.000Z,393000,After
TH,2021-08-01,1,00:06:09,00:10:47,Tower Hamlets,2021-08-01,T00:00:00.000Z,2021-08-01T00:00:00.000Z,369000,After
TH,2021-09-01,1,00:06:49,00:11:46,Tower Hamlets,2021-09-01,T00:00:00.000Z,2021-09-01T00:00:00.000Z,409000,After
TH,2021-10-01,1,00:06:40,00:11:27,Tower Hamlets,2021-10-01,T00:00:00.000Z,2021-10-01T00:00:00.000Z,400000,After
TH,2021-11-01,1,00:06:22,00:10:14,Tower Hamlets,2021-11-01,T00:00:00.000Z,2021-11-01T00:00:00.000Z,382000,After
TH,2021-12-01,1,00:06:10,00:10:43,Tower Hamlets,2021-12-01,T00:00:00.000Z,2021-12-01T00:00:00.000Z,370000,After-6-month
TH,2022-01-01,1,00:05:51,00:09:06,Tower Hamlets,2022-01-01,T00:00:00.000Z,2022-01-01T00:00:00.000Z,351000,After-6-month
TH,2022-02-01,1,00:06:08,00:09:58,Tower Hamlets,2022-02-01,T00:00:00.000Z,2022-02-01T00:00:00.000Z,368000,After-6-month
TH,2022-03-01,1,00:06:54,00:11:41,Tower Hamlets,2022-03-01,T00:00:00.000Z,2022-03-01T00:00:00.000Z,414000,After-6-month
TH,2022-04-01,1,00:06:02,00:10:23,Tower Hamlets,2022-04-01,T00:00:00.000Z,2022-04-01T00:00:00.000Z,362000,After-6-month
TH,2022-05-01,1,00:06:33,00:11:18,Tower Hamlets,2022-05-01,T00:00:00.000Z,2022-05-01T00:00:00.000Z,393000,After-6-month
TH,2022-06-01,1,00:07:10,00:11:44,Tower Hamlets,2022-06-01,T00:00:00.000Z,2022-06-01T00:00:00.000Z,430000,After
TH,2022-07-01,1,00:08:02,00:12:48,Tower Hamlets,2022-07-01,T00:00:00.000Z,2022-07-01T00:00:00.000Z,482000,After
TH,2022-08-01,1,00:06:43,00:11:49,Tower Hamlets,2022-08-01,T00:00:00.000Z,2022-08-01T00:00:00.000Z,403000,After
TH,2022-09-01,1,00:06:51,00:12:07,Tower Hamlets,2022-09-01,T00:00:00.000Z,2022-09-01T00:00:00.000Z,411000,After
TH,2022-12-01,1,00:09:54,00:17:33,Tower Hamlets,2022-12-01,T00:00:00.000Z,2022-12-01T00:00:00.000Z,594000,After
TH,2023-01-01,1,00:07:21,00:12:13,Tower Hamlets,2023-01-01,T00:00:00.000Z,2023-01-01T00:00:00.000Z,441000,After
TH,2023-02-01,1,00:07:27,00:12:21,Tower Hamlets,2023-02-01,T00:00:00.000Z,2023-02-01T00:00:00.000Z,447000,After
TH,2023-03-01,1,00:07:50,00:13:40,Tower Hamlets,2023-03-01,T00:00:00.000Z,2023-03-01T00:00:00.000Z,470000,After
TH,2023-04-01,1,00:07:06,00:12:03,Tower Hamlets,2023-04-01,T00:00:00.000Z,2023-04-01T00:00:00.000Z,426000,After
TH,2023-05-01,1,00:07:26,00:12:43,Tower Hamlets,2023-05-01,T00:00:00.000Z,2023-05-01T00:00:00.000Z,446000,After
TH,2023-06-01,1,00:07:43,00:13:16,Tower Hamlets,2023-06-01,T00:00:00.000Z,2023-06-01T00:00:00.000Z,463000,After
TH,2023-07-01,1,00:06:48,00:11:44,Tower Hamlets,2023-07-01,T00:00:00.000Z,2023-07-01T00:00:00.000Z,408000,After
TH,2023-08-01,1,00:07:04,00:11:46,Tower Hamlets,2023-08-01,T00:00:00.000Z,2023-08-01T00:00:00.000Z,424000,After
TH,2023-09-01,1,00:07:30,00:12:00,Tower Hamlets,2023-09-01,T00:00:00.000Z,2023-09-01T00:00:00.000Z,450000,After
TH,2023-10-01,1,00:06:31,00:11:35,Tower Hamlets,2023-10-01,T00:00:00.000Z,2023-10-01T00:00:00.000Z,391000,After
TH,2023-11-01,1,00:07:13,00:12:32,Tower Hamlets,2023-11-01,T00:00:00.000Z,2023-11-01T00:00:00.000Z,433000,After
TH,2023-12-01,1,00:07:39,00:13:28,Tower Hamlets,2023-12-01,T00:00:00.000Z,2023-12-01T00:00:00.000Z,459000,After
TH,2024-01-01,1,00:07:10,00:12:47,Tower Hamlets,2024-01-01,T00:00:00.000Z,2024-01-01T00:00:00.000Z,430000,After
TH,2024-02-01,1,00:07:12,00:12:06,Tower Hamlets,2024-02-01,T00:00:00.000Z,2024-02-01T00:00:00.000Z,432000,After
TH,2024-03-01,1,00:06:43,00:11:11,Tower Hamlets,2024-03-01,T00:00:00.000Z,2024-03-01T00:00:00.000Z,403000,After
TH,2024-04-01,1,00:06:37,00:11:13,Tower Hamlets,2024-04-01,T00:00:00.000Z,2024-04-01T00:00:00.000Z,397000,After
TH,2024-05-01,1,00:06:50,00:11:47,Tower Hamlets,2024-05-01,T00:00:00.000Z,2024-05-01T00:00:00.000Z,410000,After
TH,2019-06-01,2,00:18:44,00:40:27,Tower Hamlets,2019-06-01,T00:00:00.000Z,2019-06-01T00:00:00.000Z,1124000,Before
TH,2019-07-01,2,00:17:54,00:36:00,Tower Hamlets,2019-07-01,T00:00:00.000Z,2019-07-01T00:00:00.000Z,1074000,Before
TH,2019-08-01,2,00:15:01,00:30:47,Tower Hamlets,2019-08-01,T00:00:00.000Z,2019-08-01T00:00:00.000Z,901000,Before
TH,2019-09-01,2,00:15:33,00:30:51,Tower Hamlets,2019-09-01,T00:00:00.000Z,2019-09-01T00:00:00.000Z,933000,Before
TH,2019-10-01,2,00:17:33,00:35:47,Tower Hamlets,2019-10-01,T00:00:00.000Z,2019-10-01T00:00:00.000Z,1053000,Before
TH,2019-11-01,2,00:18:47,00:40:16,Tower Hamlets,2019-11-01,T00:00:00.000Z,2019-11-01T00:00:00.000Z,1127000,Before
TH,2019-12-01,2,00:23:10,00:51:33,Tower Hamlets,2019-12-01,T00:00:00.000Z,2019-12-01T00:00:00.000Z,1390000,Before-6-month
TH,2020-01-01,2,00:16:11,00:32:42,Tower Hamlets,2020-01-01,T00:00:00.000Z,2020-01-01T00:00:00.000Z,971000,Before-6-month
TH,2020-02-01,2,00:20:21,00:43:19,Tower Hamlets,2020-02-01,T00:00:00.000Z,2020-02-01T00:00:00.000Z,1221000,Before-6-month
TH,2020-03-01,2,00:49:30,01:51:58,Tower Hamlets,2020-03-01,T00:00:00.000Z,2020-03-01T00:00:00.000Z,2970000,Before-6-month
TH,2020-04-01,2,00:19:15,00:45:33,Tower Hamlets,2020-04-01,T00:00:00.000Z,2020-04-01T00:00:00.000Z,1155000,Before-6-month
TH,2020-05-01,2,00:07:22,00:12:17,Tower Hamlets,2020-05-01,T00:00:00.000Z,2020-05-01T00:00:00.000Z,442000,Before-6-month
TH,2020-06-01,2,00:08:20,00:13:52,Tower Hamlets,2020-06-01,T00:00:00.000Z,2020-06-01T00:00:00.000Z,500000,Before
TH,2020-07-01,2,00:09:48,00:17:05,Tower Hamlets,2020-07-01,T00:00:00.000Z,2020-07-01T00:00:00.000Z,588000,After
TH,2020-08-01,2,00:12:43,00:24:46,Tower Hamlets,2020-08-01,T00:00:00.000Z,2020-08-01T00:00:00.000Z,763000,After
TH,2020-09-01,2,00:15:22,00:29:38,Tower Hamlets,2020-09-01,T00:00:00.000Z,2020-09-01T00:00:00.000Z,922000,After
TH,2020-10-01,2,00:13:18,00:25:52,Tower Hamlets,2020-10-01,T00:00:00.000Z,2020-10-01T00:00:00.000Z,798000,After
TH,2020-11-01,2,00:13:28,00:26:16,Tower Hamlets,2020-11-01,T00:00:00.000Z,2020-11-01T00:00:00.000Z,808000,After
TH,2020-12-01,2,00:50:03,02:06:27,Tower Hamlets,2020-12-01,T00:00:00.000Z,2020-12-01T00:00:00.000Z,3003000,After
TH,2021-01-01,2,00:45:00,01:57:04,Tower Hamlets,2021-01-01,T00:00:00.000Z,2021-01-01T00:00:00.000Z,2700000,After
TH,2021-02-01,2,00:10:15,00:18:27,Tower Hamlets,2021-02-01,T00:00:00.000Z,2021-02-01T00:00:00.000Z,615000,After
TH,2021-03-01,2,00:11:42,00:21:51,Tower Hamlets,2021-03-01,T00:00:00.000Z,2021-03-01T00:00:00.000Z,702000,After
TH,2021-04-01,2,00:16:17,00:33:17,Tower Hamlets,2021-04-01,T00:00:00.000Z,2021-04-01T00:00:00.000Z,977000,After
TH,2021-05-01,2,00:19:42,00:41:02,Tower Hamlets,2021-05-01,T00:00:00.000Z,2021-05-01T00:00:00.000Z,1182000,After
TH,2021-06-01,2,00:27:53,01:01:26,Tower Hamlets,2021-06-01,T00:00:00.000Z,2021-06-01T00:00:00.000Z,1673000,After
TH,2021-07-01,2,00:45:34,01:43:06,Tower Hamlets,2021-07-01,T00:00:00.000Z,2021-07-01T00:00:00.000Z,2734000,After
TH,2021-08-01,2,00:43:04,01:33:12,Tower Hamlets,2021-08-01,T00:00:00.000Z,2021-08-01T00:00:00.000Z,2584000,After
TH,2021-09-01,2,00:46:28,01:45:16,Tower Hamlets,2021-09-01,T00:00:00.000Z,2021-09-01T00:00:00.000Z,2788000,After
TH,2021-10-01,2,00:52:49,01:48:10,Tower Hamlets,2021-10-01,T00:00:00.000Z,2021-10-01T00:00:00.000Z,3169000,After
TH,2021-11-01,2,00:48:24,01:47:53,Tower Hamlets,2021-11-01,T00:00:00.000Z,2021-11-01T00:00:00.000Z,2904000,After
TH,2021-12-01,2,00:59:22,02:10:27,Tower Hamlets,2021-12-01,T00:00:00.000Z,2021-12-01T00:00:00.000Z,3562000,After-6-month
TH,2022-01-01,2,00:36:25,01:20:51,Tower Hamlets,2022-01-01,T00:00:00.000Z,2022-01-01T00:00:00.000Z,2185000,After-6-month
TH,2022-02-01,2,00:36:44,01:17:35,Tower Hamlets,2022-02-01,T00:00:00.000Z,2022-02-01T00:00:00.000Z,2204000,After-6-month
TH,2022-03-01,2,00:52:46,01:54:46,Tower Hamlets,2022-03-01,T00:00:00.000Z,2022-03-01T00:00:00.000Z,3166000,After-6-month
TH,2022-04-01,2,00:40:50,01:38:14,Tower Hamlets,2022-04-01,T00:00:00.000Z,2022-04-01T00:00:00.000Z,2450000,After-6-month
TH,2022-05-01,2,00:42:29,01:35:20,Tower Hamlets,2022-05-01,T00:00:00.000Z,2022-05-01T00:00:00.000Z,2549000,After-6-month
TH,2022-06-01,2,00:56:53,02:03:03,Tower Hamlets,2022-06-01,T00:00:00.000Z,2022-06-01T00:00:00.000Z,3413000,After
TH,2022-07-01,2,01:01:13,02:15:01,Tower Hamlets,2022-07-01,T00:00:00.000Z,2022-07-01T00:00:00.000Z,73000,After
TH,2022-08-01,2,00:38:11,01:29:53,Tower Hamlets,2022-08-01,T00:00:00.000Z,2022-08-01T00:00:00.000Z,2291000,After
TH,2022-09-01,2,00:45:31,01:44:31,Tower Hamlets,2022-09-01,T00:00:00.000Z,2022-09-01T00:00:00.000Z,2731000,After
TH,2022-12-01,2,01:20:21,03:08:16,Tower Hamlets,2022-12-01,T00:00:00.000Z,2022-12-01T00:00:00.000Z,1221000,After
TH,2023-01-01,2,00:31:03,01:11:56,Tower Hamlets,2023-01-01,T00:00:00.000Z,2023-01-01T00:00:00.000Z,1863000,After
TH,2023-02-01,2,00:38:20,01:23:43,Tower Hamlets,2023-02-01,T00:00:00.000Z,2023-02-01T00:00:00.000Z,2300000,After
TH,2023-03-01,2,00:46:50,01:40:40,Tower Hamlets,2023-03-01,T00:00:00.000Z,2023-03-01T00:00:00.000Z,2810000,After
TH,2023-04-01,2,00:37:42,01:29:59,Tower Hamlets,2023-04-01,T00:00:00.000Z,2023-04-01T00:00:00.000Z,2262000,After
TH,2023-05-01,2,00:47:08,01:46:57,Tower Hamlets,2023-05-01,T00:00:00.000Z,2023-05-01T00:00:00.000Z,2828000,After
TH,2023-06-01,2,00:58:54,02:16:16,Tower Hamlets,2023-06-01,T00:00:00.000Z,2023-06-01T00:00:00.000Z,3534000,After
TH,2023-07-01,2,00:35:23,01:19:23,Tower Hamlets,2023-07-01,T00:00:00.000Z,2023-07-01T00:00:00.000Z,2123000,After
TH,2023-08-01,2,00:40:40,01:33:24,Tower Hamlets,2023-08-01,T00:00:00.000Z,2023-08-01T00:00:00.000Z,2440000,After
TH,2023-09-01,2,00:45:26,01:45:11,Tower Hamlets,2023-09-01,T00:00:00.000Z,2023-09-01T00:00:00.000Z,2726000,After
TH,2023-10-01,2,00:44:47,01:39:01,Tower Hamlets,2023-10-01,T00:00:00.000Z,2023-10-01T00:00:00.000Z,2687000,After
TH,2023-11-01,2,00:46:15,01:41:09,Tower Hamlets,2023-11-01,T00:00:00.000Z,2023-11-01T00:00:00.000Z,2775000,After
TH,2023-12-01,2,00:57:41,02:13:27,Tower Hamlets,2023-12-01,T00:00:00.000Z,2023-12-01T00:00:00.000Z,3461000,After
TH,2024-01-01,2,00:44:44,01:38:02,Tower Hamlets,2024-01-01,T00:00:00.000Z,2024-01-01T00:00:00.000Z,2684000,After
TH,2024-02-01,2,00:44:41,01:36:34,Tower Hamlets,2024-02-01,T00:00:00.000Z,2024-02-01T00:00:00.000Z,2681000,After
TH,2024-03-01,2,00:44:19,01:36:33,Tower Hamlets,2024-03-01,T00:00:00.000Z,2024-03-01T00:00:00.000Z,2659000,After
TH,2024-04-01,2,00:44:08,01:34:59,Tower Hamlets,2024-04-01,T00:00:00.000Z,2024-04-01T00:00:00.000Z,2648000,After
TH,2024-05-01,2,00:46:41,01:44:07,Tower Hamlets,2024-05-01,T00:00:00.000Z,2024-05-01T00:00:00.000Z,2801000,After
E2,2019-06-01,1,0:05:55,0:10:17,E2 postcode district,2019-06-01,T00:00:00.000Z,2019-06-01T00:00:00.000Z,355000,Before
E2,2019-07-01,1,0:05:03,0:08:16,E2 postcode district,2019-07-01,T00:00:00.000Z,2019-07-01T00:00:00.000Z,303000,Before
E2,2019-08-01,1,0:05:25,0:08:27,E2 postcode district,2019-08-01,T00:00:00.000Z,2019-08-01T00:00:00.000Z,325000,Before
E2,2019-09-01,1,0:04:52,0:08:19,E2 postcode district,2019-09-01,T00:00:00.000Z,2019-09-01T00:00:00.000Z,292000,Before
E2,2019-10-01,1,0:06:20,0:11:24,E2 postcode district,2019-10-01,T00:00:00.000Z,2019-10-01T00:00:00.000Z,380000,Before
E2,2019-11-01,1,0:05:08,0:08:55,E2 postcode district,2019-11-01,T00:00:00.000Z,2019-11-01T00:00:00.000Z,308000,Before
E2,2019-12-01,1,0:06:30,0:10:41,E2 postcode district,2019-12-01,T00:00:00.000Z,2019-12-01T00:00:00.000Z,390000,Before-6-month
E2,2020-01-01,1,0:05:33,0:10:10,E2 postcode district,2020-01-01,T00:00:00.000Z,2020-01-01T00:00:00.000Z,333000,Before-6-month
E2,2020-02-01,1,0:05:25,0:08:14,E2 postcode district,2020-02-01,T00:00:00.000Z,2020-02-01T00:00:00.000Z,325000,Before-6-month
E2,2020-03-01,1,0:08:49,0:17:38,E2 postcode district,2020-03-01,T00:00:00.000Z,2020-03-01T00:00:00.000Z,529000,Before-6-month
E2,2020-04-01,1,0:06:11,0:11:53,E2 postcode district,2020-04-01,T00:00:00.000Z,2020-04-01T00:00:00.000Z,371000,Before-6-month
E2,2020-05-01,1,0:04:53,0:07:43,E2 postcode district,2020-05-01,T00:00:00.000Z,2020-05-01T00:00:00.000Z,293000,Before-6-month
E2,2020-06-01,1,0:04:28,0:07:12,E2 postcode district,2020-06-01,T00:00:00.000Z,2020-06-01T00:00:00.000Z,268000,Before
E2,2020-07-01,1,0:05:03,0:07:57,E2 postcode district,2020-07-01,T00:00:00.000Z,2020-07-01T00:00:00.000Z,303000,After
E2,2020-08-01,1,0:04:50,0:07:52,E2 postcode district,2020-08-01,T00:00:00.000Z,2020-08-01T00:00:00.000Z,290000,After
E2,2020-09-01,1,0:04:44,0:07:55,E2 postcode district,2020-09-01,T00:00:00.000Z,2020-09-01T00:00:00.000Z,284000,After
E2,2020-10-01,1,0:04:15,0:06:24,E2 postcode district,2020-10-01,T00:00:00.000Z,2020-10-01T00:00:00.000Z,255000,After
E2,2020-11-01,1,0:04:28,0:06:55,E2 postcode district,2020-11-01,T00:00:00.000Z,2020-11-01T00:00:00.000Z,268000,After
E2,2020-12-01,1,0:05:11,0:08:33,E2 postcode district,2020-12-01,T00:00:00.000Z,2020-12-01T00:00:00.000Z,311000,After
E2,2021-01-01,1,0:05:14,0:08:07,E2 postcode district,2021-01-01,T00:00:00.000Z,2021-01-01T00:00:00.000Z,314000,After
E2,2021-02-01,1,0:03:49,0:06:18,E2 postcode district,2021-02-01,T00:00:00.000Z,2021-02-01T00:00:00.000Z,229000,After
E2,2021-03-01,1,0:04:19,0:06:53,E2 postcode district,2021-03-01,T00:00:00.000Z,2021-03-01T00:00:00.000Z,259000,After
E2,2021-04-01,1,0:05:11,0:07:54,E2 postcode district,2021-04-01,T00:00:00.000Z,2021-04-01T00:00:00.000Z,311000,After
E2,2021-05-01,1,0:04:42,0:08:06,E2 postcode district,2021-05-01,T00:00:00.000Z,2021-05-01T00:00:00.000Z,282000,After
E2,2021-06-01,1,0:05:29,0:09:35,E2 postcode district,2021-06-01,T00:00:00.000Z,2021-06-01T00:00:00.000Z,329000,After
E2,2021-07-01,1,0:06:13,0:11:27,E2 postcode district,2021-07-01,T00:00:00.000Z,2021-07-01T00:00:00.000Z,373000,After
E2,2021-08-01,1,0:05:52,0:09:37,E2 postcode district,2021-08-01,T00:00:00.000Z,2021-08-01T00:00:00.000Z,352000,After
E2,2021-09-01,1,0:05:43,0:08:36,E2 postcode district,2021-09-01,T00:00:00.000Z,2021-09-01T00:00:00.000Z,343000,After
E2,2021-10-01,1,0:07:09,0:11:40,E2 postcode district,2021-10-01,T00:00:00.000Z,2021-10-01T00:00:00.000Z,429000,After
E2,2021-11-01,1,0:06:37,0:09:31,E2 postcode district,2021-11-01,T00:00:00.000Z,2021-11-01T00:00:00.000Z,397000,After
E2,2021-12-01,1,0:06:06,0:11:13,E2 postcode district,2021-12-01,T00:00:00.000Z,2021-12-01T00:00:00.000Z,366000,After-6-month
E2,2022-01-01,1,0:05:49,0:09:31,E2 postcode district,2022-01-01,T00:00:00.000Z,2022-01-01T00:00:00.000Z,349000,After-6-month
E2,2022-02-01,1,0:05:24,0:09:42,E2 postcode district,2022-02-01,T00:00:00.000Z,2022-02-01T00:00:00.000Z,324000,After-6-month
E2,2022-03-01,1,0:06:31,0:11:25,E2 postcode district,2022-03-01,T00:00:00.000Z,2022-03-01T00:00:00.000Z,391000,After-6-month
E2,2022-04-01,1,0:05:09,0:08:26,E2 postcode district,2022-04-01,T00:00:00.000Z,2022-04-01T00:00:00.000Z,309000,After-6-month
E2,2022-05-01,1,0:06:00,0:11:16,E2 postcode district,2022-05-01,T00:00:00.000Z,2022-05-01T00:00:00.000Z,360000,After-6-month
E2,2022-06-01,1,0:08:01,0:10:00,E2 postcode district,2022-06-01,T00:00:00.000Z,2022-06-01T00:00:00.000Z,481000,After
E2,2022-07-01,1,0:07:28,0:12:03,E2 postcode district,2022-07-01,T00:00:00.000Z,2022-07-01T00:00:00.000Z,448000,After
E2,2022-08-01,1,0:05:00,0:08:41,E2 postcode district,2022-08-01,T00:00:00.000Z,2022-08-01T00:00:00.000Z,300000,After
E2,2022-09-01,1,0:05:22,0:08:32,E2 postcode district,2022-09-01,T00:00:00.000Z,2022-09-01T00:00:00.000Z,322000,After
E2,2022-12-01,1,0:09:23,0:14:36,E2 postcode district,2022-12-01,T00:00:00.000Z,2022-12-01T00:00:00.000Z,563000,After
E2,2023-01-01,1,0:07:00,0:12:19,E2 postcode district,2023-01-01,T00:00:00.000Z,2023-01-01T00:00:00.000Z,420000,After
E2,2023-02-01,1,0:06:11,0:10:08,E2 postcode district,2023-02-01,T00:00:00.000Z,2023-02-01T00:00:00.000Z,371000,After
E2,2023-03-01,1,0:07:24,0:13:01,E2 postcode district,2023-03-01,T00:00:00.000Z,2023-03-01T00:00:00.000Z,444000,After
E2,2023-04-01,1,0:05:53,0:10:42,E2 postcode district,2023-04-01,T00:00:00.000Z,2023-04-01T00:00:00.000Z,353000,After
E2,2023-05-01,1,0:06:38,0:10:44,E2 postcode district,2023-05-01,T00:00:00.000Z,2023-05-01T00:00:00.000Z,398000,After
E2,2023-06-01,1,0:07:20,0:14:28,E2 postcode district,2023-06-01,T00:00:00.000Z,2023-06-01T00:00:00.000Z,440000,After
E2,2023-07-01,1,0:06:38,0:10:44,E2 postcode district,2023-07-01,T00:00:00.000Z,2023-07-01T00:00:00.000Z,398000,After
E2,2023-08-01,1,0:06:10,0:09:26,E2 postcode district,2023-08-01,T00:00:00.000Z,2023-08-01T00:00:00.000Z,370000,After
E2,2023-09-01,1,0:07:04,0:11:40,E2 postcode district,2023-09-01,T00:00:00.000Z,2023-09-01T00:00:00.000Z,424000,After
E2,2023-10-01,1,0:06:45,0:11:11,E2 postcode district,2023-10-01,T00:00:00.000Z,2023-10-01T00:00:00.000Z,405000,After
E2,2023-11-01,1,0:07:19,0:11:36,E2 postcode district,2023-11-01,T00:00:00.000Z,2023-11-01T00:00:00.000Z,439000,After
E2,2023-12-01,1,0:06:19,0:11:48,E2 postcode district,2023-12-01,T00:00:00.000Z,2023-12-01T00:00:00.000Z,379000,After
E2,2024-01-01,1,0:06:15,0:11:04,E2 postcode district,2024-01-01,T00:00:00.000Z,2024-01-01T00:00:00.000Z,375000,After
E2,2024-02-01,1,0:06:24,0:11:25,E2 postcode district,2024-02-01,T00:00:00.000Z,2024-02-01T00:00:00.000Z,384000,After
